qrCode,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,block,row,range,plotNumber,genotype,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,kernelColor,earMass,notes,year,locationYear,environment,sampleID
23-C-1738651,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,5,72,1738651,B109,13.196000000000002,NA,4.082,2.1140000000000003,NA,14,446,24.573991031390133,109.6,13.6,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738651-25
23-C-1738652,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,6,51,1738652,CR1HT,9.891,NA,3.2880000000000003,1.938,NA,14,228,11.75438596491228,26.8,5.9,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738652-21
23-C-1738652,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,6,51,1738652,CR1HT,12.737000000000002,NA,3.5880000000000005,2.404,NA,14,410,13.195121951219512,54.1,10,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738652-26
23-C-1738652,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,6,51,1738652,CR1HT,13.190000000000001,NA,3.097,2.02,NA,12,387,9.224806201550388,35.7,7.3,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738652-25
23-C-1738652,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,6,51,1738652,CR1HT,13.948,NA,3.7270000000000003,2.095,NA,12,480,17.3125,83.1,10.3,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738652-23
23-C-1738652,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,6,51,1738652,CR1HT,NA,NA,3.221,NA,NA,12,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738652-22
23-C-1738652,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,6,51,1738652,CR1HT,14.732,NA,3.323,2.054,NA,12,414,10.265700483091788,42.5,8.8,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738652-24
23-C-1738653,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,10,44,1738653,PHG47,13.9,NA,3.955,2.263,NA,16,471,21.231422505307858,100,11.6,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738653-25
23-C-1738653,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,10,44,1738653,PHG47,13.990000000000002,NA,3.5909999999999997,2.1390000000000002,NA,16,392,16.556122448979593,64.9,9.3,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738653-26
23-C-1738653,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,10,44,1738653,PHG47,NA,NA,3.6100000000000003,NA,NA,14,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738653-24
23-C-1738653,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,10,44,1738653,PHG47,11.530000000000001,NA,3.5220000000000002,1.9320000000000002,NA,14,307,19.576547231270357,60.1,7.3,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738653-22
23-C-1738653,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,10,44,1738653,PHG47,14.143,NA,3.2460000000000004,1.9989999999999999,NA,14,127,28.425196850393704,36.1,13.8,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738653-23
23-C-1738653,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,10,44,1738653,PHG47,9.222,NA,3.036,1.8840000000000001,NA,14,231,14.502164502164502,33.5,4.3,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738653-21
23-C-1738654,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,3,69,1738654,PHZ51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738654-22
23-C-1738654,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,3,69,1738654,PHZ51,10.716000000000001,NA,3.474,2.301,NA,6,155,23.096774193548384,35.8,14.5,NA,NA,x-collect;Smooth cob/ovule issue;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738654-25
23-C-1738654,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,3,69,1738654,PHZ51,NA,NA,3.262,NA,NA,12,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738654-23
23-C-1738654,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,3,69,1738654,PHZ51,7.715000000000001,NA,3.152,2.265,NA,12,38,32.631578947368425,12.4,9.7,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738654-21
23-C-1738654,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,3,69,1738654,PHZ51,9.713000000000001,NA,3.122,2.058,NA,12,37,30.810810810810814,11.4,9.3,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738654-24
23-C-1738654,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,3,69,1738654,PHZ51,9.353,NA,3.052,2.084,NA,10,47,26.170212765957444,12.3,8.9,NA,NA,x-collect;Sweetcorn;Severe bend in ear. String used to measure cob length,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738654-26
23-C-1738655,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,43,1738655,779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738655-22
23-C-1738655,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,43,1738655,779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738655-21
23-C-1738655,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,43,1738655,779,10.185,NA,2.854,2.1,NA,10,107,17.75700934579439,19,6.2,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738655-25
23-C-1738655,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,43,1738655,779,NA,NA,2.686,NA,NA,10,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738655-24
23-C-1738655,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,43,1738655,779,15.257,NA,2.786,1.862,NA,12,234,17.008547008547005,39.8,9.2,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738655-26
23-C-1738655,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,43,1738655,779,15.662,NA,2.8670000000000004,2.044,NA,14,0,NA,NA,13.6,NA,NA,x-collect;Sweetcorn;x - seed spilled during shelling,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738655-23
23-C-1738656,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,6,44,1738656,S8324,13.180000000000001,NA,4.062,2.2760000000000002,NA,16,435,19.448275862068964,84.6,13.4,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738656-26
23-C-1738656,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,6,44,1738656,S8324,NA,NA,4.059,NA,NA,16,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738656-24
23-C-1738656,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,6,44,1738656,S8324,12.978000000000002,NA,4.219,2.357,NA,16,450,21.777777777777775,98,13,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738656-21
23-C-1738656,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,6,44,1738656,S8324,14.455000000000002,NA,3.922,2.356,NA,14,210,32.0952380952381,67.4,16.4,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738656-23
23-C-1738656,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,6,44,1738656,S8324,11.93,NA,3.8520000000000003,2.158,NA,14,331,20.211480362537763,66.9,10.2,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738656-22
23-C-1738656,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,6,44,1738656,S8324,11.044,NA,3.5310000000000006,2.0420000000000003,NA,12,236,19.237288135593218,45.4,6.7,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738656-25
23-C-1738657,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,5,42,1738657,LH1,12.165000000000001,NA,3.793,2.16,NA,14,280,21.642857142857146,60.6,12.8,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738657-21
23-C-1738657,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,5,42,1738657,LH1,12.998,NA,3.9570000000000003,2.2960000000000003,NA,14,280,24.392857142857142,68.3,13.9,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738657-22
23-C-1738657,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,5,42,1738657,LH1,14.901,NA,4.313000000000001,2.5340000000000003,NA,16,396,24.065656565656564,95.3,18.2,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738657-25
23-C-1738657,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,5,42,1738657,LH1,NA,NA,4.434,NA,NA,16,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738657-24
23-C-1738657,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,5,42,1738657,LH1,14.677000000000001,NA,4.127000000000001,2.32,NA,16,382,22.984293193717274,87.8,18.1,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738657-23
23-C-1738657,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,5,42,1738657,LH1,15.918000000000001,NA,4.827000000000001,2.7300000000000004,NA,18,502,28.306772908366533,142.1,28.8,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738657-26
23-C-1738658,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,8,58,1738658,NC238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738658-21
23-C-1738659,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,3,74,1738659,A6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738659-21
23-C-1738660,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,4,67,1738660,CML61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738660-22
23-C-1738660,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,4,67,1738660,CML61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738660-21
23-C-1738661,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,10,73,1738661,CML157Q,11.679000000000002,NA,3.596,1.9480000000000002,NA,14,226,19.911504424778762,45,9.2,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738661-25
23-C-1738661,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,10,73,1738661,CML157Q,13.759,NA,4.195,2.672,NA,14,323,19.411764705882355,62.7,9.7,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738661-22
23-C-1738661,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,10,73,1738661,CML157Q,11.254000000000001,NA,4.044,2.431,NA,12,246,22.64227642276423,55.7,8.8,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738661-26
23-C-1738661,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,10,73,1738661,CML157Q,11.115000000000002,NA,4.205,2.494,NA,12,213,28.075117370892016,59.8,9.8,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738661-24
23-C-1738661,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,10,73,1738661,CML157Q,13.463999999999999,NA,4.017,2.443,NA,12,331,21.299093655589125,70.5,10.9,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738661-23
23-C-1738661,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,10,73,1738661,CML157Q,NA,NA,4.275,NA,NA,12,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738661-21
23-C-1738662,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,56,1738662,KUI44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738662-21
23-C-1738662,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,56,1738662,KUI44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738662-22
23-C-1738662,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,56,1738662,KUI44,NA,NA,3.355,NA,NA,10,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn;Severe bend in ear. String used to measure ear length,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738662-23
23-C-1738662,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,56,1738662,KUI44,11.178,NA,3.2159999999999997,2.2,NA,10,143,23.636363636363633,33.8,12.3,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738662-25
23-C-1738662,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,56,1738662,KUI44,11.857,NA,3.024,2.2640000000000002,NA,12,188,21.06382978723404,39.6,13.7,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738662-24
23-C-1738662,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,56,1738662,KUI44,13.136000000000003,NA,3.3200000000000003,2.232,NA,12,197,22.84263959390863,45,13.2,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738662-26
23-C-1738663,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,3,73,1738663,TZI9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738663-24
23-C-1738663,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,3,73,1738663,TZI9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738663-23
23-C-1738663,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,3,73,1738663,TZI9,9.384,NA,3.308,2.309,NA,12,48,23.958333333333336,11.5,10,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738663-21
23-C-1738663,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,3,73,1738663,TZI9,NA,NA,3.504,NA,NA,12,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738663-22
23-C-1738663,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,3,73,1738663,TZI9,9.071,NA,3.383,2.305,NA,10,60,25.33333333333333,15.2,10.2,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738663-25
23-C-1738664,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,46,1738664,W117HT,8.567,NA,3.511,2.263,NA,14,84,20.119047619047617,16.9,7.7,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738664-22
23-C-1738664,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,46,1738664,W117HT,11.751000000000001,NA,4.027,2.249,NA,14,225,27.51111111111111,61.9,10.2,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738664-23
23-C-1738664,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,46,1738664,W117HT,11.232,NA,3.662,2.172,NA,14,233,22.231759656652358,51.8,7.6,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738664-24
23-C-1738664,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,46,1738664,W117HT,NA,NA,4.026,NA,NA,14,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738664-21
23-C-1738664,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,46,1738664,W117HT,9.41,NA,3.8240000000000003,2.275,NA,14,139,21.798561151079138,30.3,8.2,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738664-26
23-C-1738664,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,46,1738664,W117HT,9.726,NA,3.282,1.9340000000000002,NA,14,205,12.634146341463415,25.9,5.5,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738664-25
23-C-1738665,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,6,49,1738665,VAW6,13.926,NA,3.5950000000000006,2.134,NA,16,233,18.841201716738194,43.9,11.9,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738665-22
23-C-1738665,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,6,49,1738665,VAW6,14.154,NA,3.294,2.236,NA,16,104,24.71153846153846,25.7,16.4,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738665-24
23-C-1738665,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,6,49,1738665,VAW6,NA,NA,3.344,NA,NA,16,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738665-21
23-C-1738665,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,6,49,1738665,VAW6,11.736,NA,3.157,2.113,NA,14,123,21.30081300813008,26.2,7.6,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738665-25
23-C-1738665,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,6,49,1738665,VAW6,13.755000000000003,NA,3.196,2.204,NA,14,45,27.999999999999996,12.6,14.1,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738665-26
23-C-1738665,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,6,49,1738665,VAW6,14.972999999999999,NA,3.2450000000000006,2.157,NA,14,145,26.068965517241377,37.8,13.9,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738665-23
23-C-1738666,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,72,1738666,A641,NA,NA,3.265,NA,NA,14,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738666-23
23-C-1738666,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,72,1738666,A641,10.116,NA,3.5210000000000004,2.217,NA,14,179,22.68156424581006,40.6,9,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738666-22
23-C-1738666,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,72,1738666,A641,11.135,NA,3.128,2.202,NA,12,51,25.882352941176467,13.2,7.8,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738666-21
23-C-1738666,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,11,72,1738666,A641,9.816,NA,3.3060000000000005,2.1100000000000003,NA,10,51,25.294117647058822,12.9,7.9,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738666-24
23-C-1738667,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,3,45,1738667,A556,13.827000000000002,NA,3.729,2.609,NA,14,272,24.779411764705884,67.4,18.4,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738667-22
23-C-1738667,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,3,45,1738667,A556,10.61,NA,3.655,2.4530000000000003,NA,14,201,27.46268656716418,55.2,15.8,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738667-24
23-C-1738667,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,3,45,1738667,A556,11.345,NA,3.7990000000000004,2.336,NA,14,215,27.25581395348837,58.6,14.4,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738667-26
23-C-1738667,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,3,45,1738667,A556,10.567,NA,3.857,2.371,NA,14,227,26.69603524229075,60.6,14.7,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738667-25
23-C-1738667,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,3,45,1738667,A556,8.473,NA,3.3240000000000003,2.2960000000000003,NA,14,137,20.802919708029197,28.5,11.9,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738667-21
23-C-1738667,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,3,45,1738667,A556,NA,NA,3.7600000000000002,NA,NA,16,NA,NA,NA,NA,NA,NA,Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738667-23
23-C-1738668,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,48,1738668,MS1334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738668-25
23-C-1738668,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,48,1738668,MS1334,15.42,NA,3.3369999999999997,2.107,NA,12,112,25.892857142857146,29,16.3,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738668-21
23-C-1738668,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,48,1738668,MS1334,14.221000000000002,NA,3.5950000000000006,2.14,NA,14,144,15.694444444444445,22.6,11.9,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738668-24
23-C-1738668,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,48,1738668,MS1334,12.613,NA,3.6850000000000005,2.2550000000000003,NA,14,91,26.703296703296704,24.3,17.9,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738668-26
23-C-1738668,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,48,1738668,MS1334,14.737000000000002,NA,3.5560000000000005,2.337,NA,14,259,14.942084942084943,38.7,14.2,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738668-22
23-C-1738668,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,48,1738668,MS1334,NA,NA,3.6060000000000003,NA,NA,14,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738668-23
23-C-1738669,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,53,1738669,CMV3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738669-21
23-C-1738669,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,53,1738669,CMV3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738669-23
23-C-1738669,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,7,53,1738669,CMV3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738669-22
23-C-1738670,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,9,44,1738670,CML220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738670-25
23-C-1738670,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,9,44,1738670,CML220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738670-26
23-C-1738670,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,9,44,1738670,CML220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,x -set aside;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738670-24
23-C-1738670,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,9,44,1738670,CML220,NA,NA,3.547,NA,NA,12,NA,NA,NA,NA,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738670-21
23-C-1738670,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,9,44,1738670,CML220,11.770000000000001,NA,3.8590000000000004,2.4690000000000003,NA,12,151,33.64238410596027,50.8,16,NA,NA,x-collect;Sweetcorn,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738670-22
23-C-1738670,Crawfordsville,Crawfordsville,0,Low,75,LC3510,2,9,44,1738670,CML220,10.128,NA,3.7340000000000004,2.5460000000000003,NA,14,41,33.65853658536586,13.8,13.3,NA,NA,x-collect;Sweetcorn;Seed missing on both sides at widest point of ear,2023,2023 Crawfordsville,2023 Crawfordsville Low,23-C-1738670-23
