qrCode,year,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,earWeight,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,notes,harvestDate,locationYear,environment,pedigreeID,resequencingSNPSGenotype
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT165$ROW13$RANGE43$YU796_NS,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,13,42,164,W22,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.527,10.741,3.568,2.453,18,13.5,246,20.667,49.4,64.583,15.183,0.108733333,73.75726958,13.49922451,3.751560159,2.081337768,1.43935043,yellow,NA,pointed kernels; ;fungus; ;; ;damaged kernels; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,W22
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT166$ROW13$RANGE44$LH54,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,13,43,165,YU796_NS,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.783,9.581,3.842,2.535,20,10.3,232,22.6,51.9,64.567,12.667,0.1081,74.47819151,13.44678362,4.458522711,1.923448278,1.500158193,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,YU796NS
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT167$ROW13$RANGE45$CI66,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,13,44,166,LH54,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.01,12.251,3.556,2.332,23.3,9.7,213,26.883,56.9,72.158,15.258,0.101033333,73.84825634,14.2343118,4.09581062,2.35548481,1.55915252,yellow/orange,NA,; ;; ;; ;; ;fungus; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,LH54
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT169$ROW13$RANGE47$B73,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,13,46,168,NC230,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.521,2.715,3.099,2.313,9,11.7,66,12.3,8.8,15.267,6.467,0.0969,68.4861673,15.13015077,7.340244315,0.596724354,1.712459896,orange,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,NC230
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT17$ROW15$RANGE19$CML331,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,15,19,17,CML331,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.126,13.387,3.945,2.987,20.5,14.5,219,7.22,17.1,42.19,25.09,0.114966667,69.83007909,16.7626283,5.744910459,1.829820843,1.800094028,yellow,NA,mold; ;mold; ;mold; ;mold; ;mold; shriveled kernels; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,CML331
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT170$ROW13$RANGE48$IA2132,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,13,48,170,IA2132,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.362,8.772,3.353,NA,17.2,12.8,130,20.567,34.8,NA,NA,0.100366667,70.87665573,15.32522507,5.028772628,1.98513577,1.655663562,yellow,NA,very bare; ;very bare; ;mold/fungus; ;mold/fungus; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,IA2132
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT171$ROW13$RANGE49$I29,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,13,49,171,I29,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.39,8.69,2.718,2.084,18,10,186,14.6,26.4,34.8,8.4,0.093066667,66.26319912,19.47251216,4.773912793,2.484211274,1.215761546,white,NA,shriveled kernels; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,I29
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT172$ROW13$RANGE50$A188,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,13,50,172,A188,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.496,9.309,2.921,1.656,21.3,11.5,214,23.667,50,59.55,9.55,0.091966667,70.57897452,14.91784965,4.482287278,2.818064812,1.520052277,white,NA,fungus; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,A188
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT173$ROW13$RANGE51$78010,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,13,51,173,78010,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.284,10.14,4.112,2.92,20,15.3,240,24.717,60.9,75.6,14.7,0.1009,75.47572714,11.23311208,4.222211232,2.185257168,1.410218186,orange,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,78010
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT174$ROW13$RANGE52$MO17,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,13,52,174,MO17,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.824,16.61,3.693,2.209,36.6,10.4,329,22.8,96.7,110.317,13.617,0.1061,75.37722812,11.25967424,5.330614473,2.115292392,1.493371731,orange/black,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,Mo17
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT175$ROW13$RANGE53$MT42,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,13,53,175,MT42,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.785,8.622,3.419,2.518,22.3,15.3,277,13.883,39.5,48.783,9.283,0.098233333,72.96081818,13.95779495,4.763239906,1.967826124,1.434636131,orange,NA,; ;mold; ;ak; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,Mt42
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT176$ROW13$RANGE54$W117HT,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,13,54,176,W117HT,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.546,7.208,3.3,2.388,15.3,13.3,168,20,33.3,40.133,6.833,0.0961,75.33942063,12.29401441,4.209313843,1.497822475,1.611550197,yellow,NA,fungus; ;; ;; ;; ;; ;mold; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,W117HT
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT177$ROW13$RANGE55$NC290A,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,13,55,177,NC290A,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.766,10.691,4.112,2.723,21,13.3,109,22.467,44.4,57.533,13.133,0.099433333,68.11731564,14.89097013,5.128296446,3.210316936,1.562008621,orange,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,NC290A
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT178$ROW13$RANGE56$WIL500,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,13,56,178,WIL500,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.029,9.152,3.13,2.316,14,12.7,94,22.05,27.2,44.6,17.4,0.0948,66.20912419,16.43141356,6.719534999,2.131957567,1.875306867,NA,NA,no kernels ; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,WIL500
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT18$ROW15$RANGE20$TX303,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,15,20,18,TX303,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.398,8.619,3.692,2.654,14,12.5,87,13.05,11.6,23.417,11.817,0.106233333,70.29262229,16.11050565,5.566196647,2.302727186,1.810748112,yellow,NA,mold; ;mold; ;mold; ;mold; ;mold; ;mold; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,Tx303
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT181$ROW13$RANGE59$CM37,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,13,59,181,CM37,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.725,11.591,3.758,2.773,23,13.7,274,22.7,66.8,84.467,17.667,0.099233333,74.93136832,12.52177433,4.256292702,1.1626524,1.355849529,orange,NA,mold; ;mold/ eaten kernels; ;; ;mold; ;eaten kernels; ;mold; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,CM37
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT182$ROW13$RANGE60$B73,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,13,60,182,B73,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.995,6.533,3.755,2.847,12.7,13,104,17.933,20.6,34.817,14.217,0.097666667,70.102685,14.99146451,5.410394858,2.117357181,1.653951054,yellow,NA,mold; ;mold; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,B73
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT183$ROW13$RANGE61$IDS69,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,13,61,183,IDS69,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.974,11.187,2.77,2.052,26,13,286,9.85,29.9,39.967,10.067,0.11045,70.99762186,14.67837531,4.119797831,2.735853986,1.175254171,orange,NA,; ;; ;mold; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,IDS69
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT184$ROW13$RANGE62$CML220,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,13,62,184,CML220,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.738,9.189,3.861,2.858,14.3,12.3,121,26.24,32.7,46.2,13.5,0.103333333,71.68635812,16.32639618,4.630770228,2.437772824,1.803468641,white,NA,; ;mold; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,CML_220
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT185$ROW13$RANGE63$EP1,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,13,63,185,EP1,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.542,9.268,2.708,1.798,17.7,13.2,190,16.02,31.5,39.367,7.867,0.103666667,74.32458874,13.96966465,4.053543611,1.643137825,1.269571473,yellow,NA,fungus; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,EP1
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT186$ROW13$RANGE64$RS 710,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,13,64,186,RS 710,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.499,15.059,3.366,1.885,37.3,14.7,543,19.9,122,144.6,22.6,NA,NA,NA,NA,NA,NA,yellow,NA,; ;mold/fungus; ;mold/fungus; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,RS_710
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT187$ROW12$RANGE64$29MIBZ2,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,64,187,29MIBZ2,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.068,16.201,3.978,2.633,32.8,13.2,427,21.74,98.3,115.6,17.3,0.098766667,75.25038843,12.92296904,4.120328971,1.990648997,1.534931402,yellow,NA,mold; chipped kernels; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,29MIBZ2
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT188$ROW12$RANGE63$LH1,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,63,188,LH1,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.387,14.959,3.828,3.023,17,14.7,181,23.05,40.9,73.3,32.4,0.0941,71.30138028,13.81414256,4.662754077,2.655849341,1.592196814,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,LH1
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT189$ROW12$RANGE62$MO47,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,62,189,MO47,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.307,10.092,3.619,2.591,17.5,12,256,17,44.1,57.6,13.5,0.100466667,74.45510836,11.37017859,5.009132252,2.319173862,1.540756815,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,Mo47
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT19$ROW15$RANGE21$KY226,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,15,21,19,KY226,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.434,12.488,3.89,2.93,28.3,14,350,16.358,56.9,83.625,26.725,0.110333333,74.51592684,14.0827689,2.447432145,2.602887233,1.520313177,white,NA,; ;; ;mold; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,Ky226
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT192$ROW12$RANGE59$NC360,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,59,192,NC360,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.507,NA,3.198,1.961,NA,12,52,18.94,8.2,18.25,10.05,0.094633333,69.33924783,15.4166774,6.522609589,2.651369983,1.813713292,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,NC360
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT195$ROW12$RANGE56$LH57,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,56,195,LH57,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.504,7.617,3.104,1.862,16.5,10,123,20.9,22.9,28.033,5.133,0.091066667,72.98103894,11.82572236,4.679926927,2.206878692,1.62186575,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,LH57
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT196$ROW12$RANGE55$F42,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,55,196,F42,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.079,9.398,4.18,2.883,21.5,17.3,341,13.533,48.6,62.067,13.467,0.098033333,76.779394,10.28845083,4.453722294,1.82328574,1.491424337,yellow/red,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,F42
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT197$ROW12$RANGE54$PHG47,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,54,197,PHG47,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.801,8.652,3.281,1.923,22.5,16,272,11.775,33.9,40.8,6.9,0.094733333,73.47663563,13.93074901,4.8611334,1.708127853,1.549699474,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,PHG47
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT198$ROW12$RANGE53$UFMU-05595,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,53,198,UFMU-05595,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.729,10.825,3.315,2.209,20,15,256,14.75,36,48,12,0.094066667,71.7462768,13.97126257,6.807057106,1.311875046,1.543379024,purple,NA,broken kernels; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,NA
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT199$ROW12$RANGE52$NC364,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,52,199,NC364,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.221,11.359,4.278,2.594,24.5,13,308,22.925,70,87.8,17.8,0.099266667,72.35105814,13.51696377,3.931375669,2.358518404,1.50782008,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,NC364
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT2$ROW15$RANGE4$CML10,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,15,4,2,CML10,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.825,14.12,3.56,2.373,24.7,10,125,8.25,10.3,25.308,15.008,0.1046,65.06185369,16.15680184,7.842169521,2.107866839,2.070280858,white/brown,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,CML10
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT20$ROW15$RANGE22$F2834T,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,15,22,20,F2834T,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.077,10.661,3.228,2.331,14.7,8.8,84,28.733,23.6,33.983,10.383,0.11006666700000001,70.87137892,13.59841902,5.631329262,2.268564942,1.46890661,yellow,NA,mold; ;mold; ;fungus; ;mold; ;mold; ;mold; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,F2834T
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT200$ROW12$RANGE51$NC302,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,51,200,NC302,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.461,11.166,3.483,2.204,18.2,10.5,158,25.375,40.7,52.075,11.375,0.097633333,71.98289635,13.94729363,4.765122602,2.116329194,1.625207774,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,NC302
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT201$ROW12$RANGE50$779,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,50,201,779,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.737,12.09,3.046,2.218,22.5,12,284,12.75,37.5,46.6,9.1,0.090166667,72.30450976,11.99971589,5.633336654,1.357027003,1.542242366,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,779
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT202$ROW12$RANGE49$B73,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,49,202,B73,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.464,12.796,4.57,3.233,22.6,16.2,272,21.367,61.4,85.367,23.967,0.093066667,72.19989502,13.68971794,5.041646543,2.099166191,1.535950786,yellow/red,NA,; ;fungus; most kernels fell off; ;fungus; ;low fertility; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,B73
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT203$ROW12$RANGE48$MO17,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,48,203,MO17,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.754,15.359,3.543,2.24,30.3,9.7,302,21.867,65.9,78.867,12.967,0.092033333,74.12993034,10.69903788,5.00568891,2.243774887,1.435361873,yellow/red,NA,; ;; ;fungus; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,Mo17
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT204$ROW12$RANGE47$NC262,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,47,204,NC262,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.88,10.173,3.989,2.862,16,12.7,205,20.833,43.9,56.667,12.767,0.0932,71.7102058,12.24273668,5.476571181,2.002452908,1.431030859,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,NC262
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT205$ROW12$RANGE46$CI187-2,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,46,205,CI187-2,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.376,12.894,3.082,2.411,24,14,137,12.8,17.5,25.133,7.633,0.0937,71.014889,14.65409775,5.360956646,1.627282429,1.578651493,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,CI_187.2
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT206$ROW12$RANGE45$NC346,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,45,206,NC346,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.776,7.836,3.032,2.498,11.5,13,67,20.8,14.3,23.86,9.56,0.0913,70.74584145,13.82664148,5.23960292,2.938685165,1.727751817,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,NC346
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT208$ROW12$RANGE43$L127,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,43,208,L127,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.522,11.516,4.316,2.996,20.5,13,334,24.333,78,95.883,17.883,0.092,73.75299533,12.71943674,3.590213795,1.762764199,1.419108253,yellow/red,NA,fungus; ;fungus; ;fungus; ;fungus; ;fungus; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,L_127
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT209$ROW12$RANGE42$B73,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,42,209,B73,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.788,7.965,4.123,3.071,14.7,16,155,17.58,27.5,43.35,15.85,0.0949,69.66194014,14.9172855,5.510305008,1.928643547,1.660376948,yellow,NA,fungus; ;fungus; ;; ;; ;; ;fungus; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,B73
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT21$ROW15$RANGE23$38-11,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,15,23,21,38-11,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.217,16.86,3.803,2.684,30.7,15.7,385,17.808,67,88.442,21.442,0.102466667,66.81797668,16.79603413,5.548863057,1.733458973,1.671730648,yellow,NA,; ;mold; ;mold; ;mold; ;mold; ;mold; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,38.11
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT210$ROW12$RANGE41$B73,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,41,210,B73,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.021,9.998,4.232,3.139,16.4,15,198,22.1,42.8,63.833,21.033,0.0925,70.03770616,14.58777762,5.128212249,2.307068319,1.586672931,yellow,NA,fungus; ;; ;fungus; ;; ;fungus; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,B73
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT212$ROW12$RANGE39$H99,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,39,212,H99,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.703,11.552,3.411,2.348,23,10.5,220,22.25,48.4,59.35,10.95,0.0989,73.63006705,12.10580526,4.031687736,2.167523286,1.48612328,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,H99
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT214$ROW12$RANGE37$B73,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,37,214,B73,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.715,8.665,3.545,2.868,13.5,16,79,22.55,16.1,31.767,15.667,0.092066667,68.62067603,16.47359664,4.844206695,2.446382942,1.576993072,yellow,NA,fungus; ;; ;; ;fungus; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,B73
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT215$ROW12$RANGE36$H95,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,36,215,H95,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.395,10.567,3.67,2.694,14.5,15,192,19.25,38.3,52.3,14,0.095666667,70.78191675,14.04142992,5.208911808,2.751226014,1.59367654,yellow,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,H95
SCOTTSBLUFF$INBRED-HIPS$REP1$PLOT216$ROW12$RANGE35$ML606,2022,Scottsbluff,Scottsbluff,16.9,High,250,NA,7.5,NA,1,12,35,216,ML606,5/19/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.587,12.166,4.187,2.977,26,12,311,23,71.1,90.35,19.25,0.098066667,70.22473232,15.44795986,4.556302897,2.655309902,1.561192965,yellow/orange,NA,; ;; ;; ;; ;; ;; ;,11/4/2022,2022 Scottsbluff,2022 Scottsbluff High,NA,ML606
